OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402009-001-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-27,07:56:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-307371,Raccoon Prong @ Pepperbox Rd. (Rd. 66),,,,,38.4971220000,-75.4519250000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013893146,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.026,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-03-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402009-001-SPM-002-Water/results/1013893146/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:21:48,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401001-018-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-09,10:37:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-106031,Smalleys Dam Spillway @ Smalleys Dam Rd.,,,,,39.6556520000,-75.6690980000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013889523,,as N,"Total Nitrogen, mixed forms",Unfiltered,0.906,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401001-018-SPM-002-Water/results/1013889523/resdetectqntlmts,Lower Quantitation Limit,0.100,mg/L,,2024-03-28T14:17:11,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401017-008-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-01-17,11:05:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-303051,Red Mill Pond @ Rt. 1,,,,,38.7600410000,-75.2030280000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890644,,as N,Nitrate + Nitrite,Unfiltered,1.27,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,Delaware DNREC Environmental Laboratory,2024-01-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401017-008-SPM-004-Water/results/1013890644/resdetectqntlmts,Lower Quantitation Limit,0.030,mg/L,,2024-03-28T14:18:37,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401017-012-SPM-004-Water,Quality Control Sample-Field Replicate,Water,Surface Water,2024-01-17,09:34:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-303011,Savannah Ditch @ Savannah Drive (Rd. 246),,,,,38.7183510000,-75.3757090000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890729,,as N,Nitrate + Nitrite,Unfiltered,9.32,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,Delaware DNREC Environmental Laboratory,2024-01-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401017-012-SPM-004-Water/results/1013890729/resdetectqntlmts,Lower Quantitation Limit,0.150,mg/L,,2024-03-28T14:18:44,STORET
NJDEP_BMWM,NJDEP Bureau of Marine Water Monitoring,NJDEP_BMWM-NUTS-020824-216559,Sample-Routine,Water,,2024-02-08,08:30:00,EST,,,,Surface,,,,,,,,CWQN,Coastal Water Quality Network,,NJDEP_BMWM-3800,3800,ActivityRelativeDepthName: Surface,,,,39.2584500000,-75.3313100000,Grab,NJDEP_BMWM,Grab Sample,,Water Bottle,STORET-1022329700,,as N,Ammonia,Unfiltered,180.740005493164,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,Leeds Point,,,,,,,,2024-04-26T16:41:24,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402004-005-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-14,09:57:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-205181,Moores Lake @ S. State St. (Rd. 27),,,,,39.1263560000,-75.5182370000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892402,Present Below Quantification Limit,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.008,mg/L,J,Final,,Estimated,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-02-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402004-005-SPM-002-Water/results/1013892402/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:20:50,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401029-013-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-06,09:37:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-105151,White Clay Creek @ Delaware Park Blvd. (USGS gage 014790000),,,,,39.6989570000,-75.6754380000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013891627,,as N,"Total Nitrogen, mixed forms",Unfiltered,3.00,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-02-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401029-013-SPM-002-Water/results/1013891627/resdetectqntlmts,Lower Quantitation Limit,0.100,mg/L,,2024-03-28T14:19:49,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402007-010-SPM-002-Water,Quality Control Sample-Field Blank,Water,Surface Water,2024-02-21,09:25:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-208021,Mispillion River @ Rt. 1,,,,,38.9175240000,-75.4022380000,Water Bottle,21DELAWQ_WQX,Grab Sample Collected With A Water Bottle,,Water Bottle,STORET-1013893118,Not Detected,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-02-21,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402007-010-SPM-002-Water/results/1013893118/resdetectqntlmts,Sample Detection Limit,0.004,mg/L,,2024-03-28T14:21:45,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401017-006-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-17,10:38:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-303311,Round Pole Branch @ Cave Neck Rd. (Rd. 88),,,,,38.7731020000,-75.3063990000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890583,,as N,"Total Nitrogen, mixed forms",Unfiltered,3.83,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401017-006-SPM-002-Water/results/1013890583/resdetectqntlmts,Lower Quantitation Limit,0.100,mg/L,,2024-03-28T14:18:32,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402009-015-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-27,09:54:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-307011,Records Pond @ Willow Street,,,,,38.5585900000,-75.5672780000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013893608,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.025,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-03-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402009-015-SPM-002-Water/results/1013893608/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:22:19,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402009-001-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-27,07:56:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-307371,Raccoon Prong @ Pepperbox Rd. (Rd. 66),,,,,38.4971220000,-75.4519250000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013893150,Present Below Quantification Limit,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.006,mg/L,J,Final,,Estimated,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-02-28,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402009-001-SPM-002-Water/results/1013893150/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:21:48,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401007-003-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-18,09:04:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-206361,McColley Pond @ Canterbury Rd. (Rt. 15),,,,,38.9673370000,-75.4930490000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013889914,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.031,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401007-003-SPM-002-Water/results/1013889914/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:17:41,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401001-007-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-09,10:05:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-103061,Burroughs Run @ Creek Rd. (Rt. 82),,,,,39.7988690000,-75.6484140000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013889125,Present Below Quantification Limit,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.008,mg/L,J,Final,,Estimated,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-01-09,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401001-007-SPM-002-Water/results/1013889125/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:16:44,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401007-006-SPM-004-Water,Quality Control Sample-Field Replicate,Water,Surface Water,2024-01-18,09:32:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-206451,Coursey Pond @ Canterbury Rd. (Rt. 15),,,,,38.9888890000,-75.5108240000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890028,,as N,Nitrate + Nitrite,Unfiltered,3.08,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,Delaware DNREC Environmental Laboratory,2024-01-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401007-006-SPM-004-Water/results/1013890028/resdetectqntlmts,Lower Quantitation Limit,0.030,mg/L,,2024-03-28T14:17:48,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401017-003-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-17,09:51:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-303021,Ingram Branch @ Gravel Hill Rd. (Rd. 248),,,,,38.7426900000,-75.3298470000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890506,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.077,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401017-003-SPM-002-Water/results/1013890506/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:18:25,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401007-004-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-18,09:32:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-206451,Coursey Pond @ Canterbury Rd. (Rt. 15),,,,,38.9888890000,-75.5108240000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013889951,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.071,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401007-004-SPM-002-Water/results/1013889951/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:17:44,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402003-005-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-13,09:53:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-110041,Blackbird Creek @ Taylors Bridge Rd. (Rt. 9),,,,,39.4049390000,-75.5994310000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892023,,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.030,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-02-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402003-005-SPM-002-Water/results/1013892023/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:20:17,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401001-012-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-09,08:24:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-103011,Red Clay Creek @ W. Newport Pike (Rt. 4) (USGS gage 01480015),,,,,39.7163170000,-75.6403800000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013889299,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.079,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401001-012-SPM-002-Water/results/1013889299/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:16:56,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401029-015-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-02-06,08:50:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-106191,Christina River @ Nottingham Rd. (Rt. 273),,,,,39.6907940000,-75.7767920000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013891714,Not Detected,as N,Ammonia,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,Delaware DNREC Environmental Laboratory,2024-02-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401029-015-SPM-004-Water/results/1013891714/resdetectqntlmts,Sample Detection Limit,0.010,mg/L,,2024-03-28T14:19:54,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401007-011-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-18,10:29:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-206091,Murderkill River @ Bay Rd. (Rt. 1/113),,,,,39.0108200000,-75.4583710000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890121,,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.027,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-01-18,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401007-011-SPM-002-Water/results/1013890121/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:17:54,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401001-002-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-09,08:42:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-106291,Christina River near Conrail Bridge  (USGS gage 01481602),,,,,39.7322940000,-75.5326650000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013888927,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.087,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401001-002-SPM-002-Water/results/1013888927/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:16:32,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402007-001-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-02-21,07:58:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-208231,Beaverdam Branch @ Deep Grass Ln. (Rd. 384),,,,,38.9056580000,-75.5124460000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892885,Present Below Quantification Limit,as N,Ammonia,Unfiltered,0.016,mg/L,J,Final,,Estimated,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,Delaware DNREC Environmental Laboratory,2024-02-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402007-001-SPM-004-Water/results/1013892885/resdetectqntlmts,Lower Quantitation Limit,0.020,mg/L,,2024-03-28T14:21:24,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401016-004-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-17,09:01:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-208021,Mispillion River @ Rt. 1,,,,,38.9175240000,-75.4022380000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890269,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.036,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401016-004-SPM-002-Water/results/1013890269/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:18:05,STORET
