Site Number,Date,DERAP Version,Basin,HGM Class,HGM Sub-class,LLWW,Stream Order,Classification,Purpose,Watershed,Sub-watershed,AA size and Shape,AA moved?,Forest Age >50 years,Hfor50,Hfor30,Hfor15,Hfor2-1,Harvesting w/in 50yrs,Hfor50-2,Hfor30-2,Hfor15-2,Hfor2-2,Hforcc,Hnorecov,Hfor10,Hcc10,Hcc50,Hcc100,Hforsc,Harvest > 50% recovered,Harvest > 50% recovering,Harvest > 50% recent,Harvest > 50% clear no recov,% AA forested,BAF (10),Hpine,Hchem,Hmow,Hfarm,Hgraz,Hinv1,Hinv5,Hinv50,Hinv100,Hinvless,Hinvdom,Hherb,Hburn,Hgarb,Hnutapp (a),Hnutapp (b),Halgae,Hnis100,Hnis50,Htrail-2,Htrail,Hrdlog,Hroad or Hrdgrav,Hpave or Hrdpav,Wditchs,Wditchm,Wditchx,Wditchfloodplain,Wchannm,Wchan1,Wchan2,Wchan1-2,Wchan2-2,Wincision,Wdamdec,Wimp10,Wimp75,Wimp100,% site perm flood,% site inundated,Wstorm,Wpoint,Wsedchan,Wsed or Wsedwet,Wfill10,Wfill75,Wfill100,Wmic10,Wmic75,Wmic100,Wsubsid,Road-impeding flow,Road-not impeding flow,Wtidres,Sed dep,Soil change < 10%,Soil change 10-75%,Soil change >75%,Eroding banks/slopes,Nutrients-ag,Nutrients-sew,Nutrients-fert,Ldevcom,Ldevres3,Ldevres2,Ldevres1,Ldevres1-2,Lsew,Lsept,Ltrail,Lrdgrav,Lrd2pav,Lrd4pav,Stormdrain,Llndfil,Direct runoff/erosion,Lchan,Lagrow,Lagorch,Lag,Lagpoul,Lfor,Ldock,Lmoor,Hydro-sev,Hydro-mod,Hydro-sl,Lgolf,Lmow,Lmine,QCR,QDR,Total Score
1288-REF,08/15/2019,6,Delaware Bay,Seep,Closed Canopy,LS1FLTHhw,,Natural,Reference,Brandywine,White Clay Creek,22x58M rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.95,70,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,2,84
BR0001,06/30/2010,5,Delaware Bay,Flat,Mineral,PF01E/ PSS1LEM1E,,Natural,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,true,,,true,false,false,,,,,,false,false,false,,4,84
BR0002,06/09/2010,5,Delaware Bay,Flat,Mineral,,,Natural,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,,,,,false,false,false,,,,false,false,false,false,,true,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,51-75,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,91
BR0003,06/17/2010,5,Delaware Bay,Riverine,Upper Perenial,PFO1/4C+4A,1,Natural,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0-25,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,3,85
BR0005,06/22/2010,5,Delaware Bay,Riverine,Upper Perenial,PFO1C,1,Natural,Assessment,Broadkill River,,48 X 100M RECTANGLE,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,true,false,false,false,false,0-25,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,false,,,false,false,true,,,,,,false,true,false,,5,62
BR0006,06/09/2010,5,Delaware Bay,Riverine,Upper Perenial,PFO1/3C,1,Natural,Assessment,Broadkill River,,40 X 100M RECTANGLE,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,,,,,false,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0-25,>75,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,false,false,,2,86
BR0007,06/03/2010,5,Delaware Bay,Riverine,Lower Perenial,PFO1/4C,3,Natural,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,100,false,false,false,false,false,,,,,false,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0-25,0-25,false,false,,false,true,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,false,,,true,false,true,,,,,,false,false,false,,3,88
BR0008,06/17/2010,5,Delaware Bay,Riverine,Upper Perenial,PFO1/4E,1,Natural,Assessment,Broadkill River,,40M CIRCLE,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,,,,,false,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,true,false,false,false,false,0-25,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,2,68
BR0009,06/08/2010,5,Delaware Bay,Flat,MINERAL,"PF04-1B, PFO4B",,NATURAL,Assessment,Broadkill River,,40M CIRCLE,false,true,false,false,false,false,true,,,,,,false,,false,true,false,false,,,,,70,180,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,true,true,false,false,false,false,,,false,false,false,false,false,false,false,0,42394,false,false,,false,true,false,false,false,true,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,false,false,true,,,,,,false,false,false,,5,40
BR0011,06/16/2010,5,Delaware Bay,Flat,MINERAL,"PFO4B, PFO1/4B",,NATURAL,Assessment,Broadkill River,,40M CIRCLE,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,0,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,2,95
BR0012,06/17/2010,5,Delaware Bay,Flat,MINERAL,,,NATURAL,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,N/A,false,false,false,false,false,,,,,false,false,false,,,,false,false,false,false,,true,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,42394,false,false,,false,true,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,4,81
BR0013,06/07/2010,5,Delaware Bay,Flat,MINERAL,,,NATURAL,Assessment,Broadkill River,,40M CIRCLE,true,false,false,false,false,true,true,,,,,,false,,false,false,true,false,,,,,0,0,true,true,false,false,false,,,,,false,false,false,,,,false,false,false,false,,true,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,42394,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,false,false,true,,,,,,false,false,false,,6,63
BR0014,06/15/2010,5,Delaware Bay,Riverine,Upper Perenial,PFO311C,1,NATURAL,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,N/A,false,false,false,false,false,,,,,false,false,false,,,,false,false,false,false,,true,,false,false,false,false,false,false,false,,,false,false,true,false,false,false,false,0,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,true,,,,,,false,false,false,,4,66
BR0015,06/02/2010,5,Delaware Bay,Riverine,HEADWATER,,1,NATURAL,Assessment,Broadkill River,,50 X 100M RECTANGLE,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,110,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0-25,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,2,84
BR0016,06/02/2010,5,Delaware Bay,Depression,MINERAL,,,NATURAL,Assessment,Broadkill River,,"70 X 80M, FIT ENTIRE POLYGON",true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,150,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,true,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0-25,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,true,false,true,,,,,,false,true,false,,4,61
BR0017,06/08/2010,5,Delaware Bay,Flat,Mineral,PFO1/3B,,Natural,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,160,false,false,false,false,false,,,,,false,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,42394,false,false,,false,false,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,true,,,true,false,false,,,,,,false,true,false,,3,79
BR0018,06/16/2010,5,Delaware Bay,Riverine,Upper Perenial,PFO1E,,Natural,Assessment,Broadkill River,,"(100,134,139), FIT WETLAND",true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,N/A,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,false,false,,4,83
BR0019,06/07/2010,5,Delaware Bay,Flat,Mineral,,,Natural,Assessment,Broadkill River,,40M CIRCLE,false,false,true,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,110,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,true,false,false,false,false,,,false,false,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,false,false,true,,,,,,false,false,false,,3,79
BR0020,06/10/2010,5,Delaware Bay,Riverine,HEADWATER,PFO1E,1,Natural,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,N/A,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,25-Jan,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,true,false,,5,83
BR0021,06/24/2010,5,Delaware Bay,Flat,Mineral,PF01Bd,,Natural,Assessment,Broadkill River,,40M CIRCLE,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,95,N/A,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,true,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,4,85
BR0022,06/22/2010,5,Delaware Bay,Flat,Mineral,,,Natural,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,N/A,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,false,false,false,,,,,,false,false,false,,3,83
BR0024,06/17/2010,5,Delaware Bay,Riverine,Upper Perenial,PFO1/3C,1,Natural,Assessment,Broadkill River,,40M CIRCLE,true,false,true,false,false,false,true,,,,,,false,,false,false,false,true,,,,,95,N/A,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,true,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,25-Jan,26-50,false,false,,false,true,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,4,75
BR0025,06/08/2010,5,Delaware Bay,Riverine,Upper Perenial,,1,Natural,Assessment,Broadkill River,,40M CIRCLE,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,120,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,true,false,false,false,false,false,false,26-50,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,true,false,false,,,,,,false,false,false,,3,53
BR0026,06/23/2010,5,Delaware Bay,Flat,Mineral,PFO1/4Bd,,Natural,Assessment,Broadkill River,,40M CIRCLE,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,98,N/A,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,true,false,false,false,false,false,,,false,false,false,false,false,false,false,0,26-50,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,true,,false,,,false,false,true,,,,,,false,false,false,,4,82
BR0028,06/03/2010,5,Delaware Bay,Flat,Mineral,,,Natural,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,155,false,false,false,false,false,,,,,false,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,true,false,true,,,,,,false,false,false,,2,86
BR0029,06/30/2010,5,Delaware Bay,Flat,Mineral,PFO1A,,Natural,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,N/A,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,true,,,false,false,false,,,,,,false,true,false,,3,86
BR0030,06/21/2010,5,Delaware Bay,Riverine,Upper Perenial,PFO1/3C,3,Natural,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,95,N/A,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,false,false,true,,,,,,false,false,false,,4,83
BR0031,07/01/2010,5,Delaware Bay,Flat,Mineral,PFO1A,,Natural,Assessment,Broadkill River,,100 X 50M RECTANGLE,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,N/A,false,false,false,false,false,,,,,true,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,2,92
BR0032,06/30/2010,5,Delaware Bay,Flat,MINERAL,PFO4/1C,,Natural,Assessment,Broadkill River,,40 M CIRCLE,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,N/A,false,false,false,false,false,,,,,false,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,true,,,true,false,false,,,,,,false,false,false,,3,79
BR0034,06/15/2010,5,Delaware Bay,Flat,Mineral,PFO3B,,Natural,Assessment,Broadkill River,,40M CIRCLE,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,N/A,false,false,false,false,false,,,,,false,false,false,,,,false,false,false,false,,true,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,2,93
BR0035,06/22/2010,5,Delaware Bay,Flat,Mineral,PSS3/FO4B,,Natural,Assessment,Broadkill River,,40M CIRCLE,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,N/A,false,false,false,false,false,,,,,false,false,false,,,,false,false,false,false,,false,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,2,88
BR0036,07/01/2010,5,Delaware Bay,Depression,Mineral,,,Natural,Assessment,Broadkill River,,40M CIRCLE,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,35,N/A,false,false,false,false,false,,,,,true,false,false,,,,false,true,false,false,,false,,false,false,false,true,false,false,false,,,false,false,false,false,false,false,false,0,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,true,false,false,,,,,,false,true,false,,3,48
